CustomerID,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Churn,Gender_Female,Gender_Male,HasCrCard_0.0,HasCrCard_1.0
CUST0001,56.0,4.0,0.0,4.0,0,40282.42,1,0,1,1,0
CUST0002,28.0,8.0,67408.01,4.0,1,27333.51,0,1,0,1,0
CUST0003,47.0,6.0,1154.97,1.0,1,99514.91,1,1,0,1,0
CUST0004,42.0,1.0,0.0,2.0,1,146588.22,0,0,1,0,1
CUST0005,64.0,3.0,77109.94,4.0,0,131792.25,0,0,1,1,0
CUST0006,26.0,7.0,0.0,4.0,1,70104.15,1,0,1,0,1
CUST0007,19.0,4.0,48964.07,3.0,0,128315.34,1,0,1,0,1
CUST0008,34.0,4.0,37264.98,2.0,1,47032.42,0,0,1,0,1
CUST0009,46.0,2.0,155251.43,2.0,1,97727.0,0,1,0,0,1
CUST0010,25.0,7.0,104646.02,4.0,1,117151.61,0,0,1,1,0
CUST0011,41.0,10.0,193085.81,4.0,0,58515.56,1,1,0,1,0
CUST0012,42.0,7.0,0.0,4.0,1,21830.38,1,0,1,0,1
CUST0013,25.0,3.0,0.0,1.0,0,104640.01,0,0,1,0,1
CUST0014,26.0,8.0,0.0,4.0,0,106949.36,1,0,1,1,0
CUST0015,43.0,8.0,0.0,1.0,0,146322.57,1,0,1,1,0
CUST0016,22.0,10.0,47961.0,3.0,0,112386.18,1,0,1,1,0
CUST0017,30.0,3.0,0.0,1.0,0,86114.19,0,1,0,0,1
CUST0018,40.0,7.0,0.0,1.0,0,30007.39,1,0,1,0,1
CUST0019,39.0,2.0,125246.46,1.0,1,79349.49,0,1,0,1,0
CUST0020,37.0,10.0,0.0,3.0,0,55377.19,1,1,0,0,1
CUST0021,69.0,9.0,61651.47,4.0,0,83027.9,0,0,1,1,0
CUST0022,59.0,8.0,188639.03,4.0,1,111392.46,0,0,1,0,1
CUST0023,43.0,10.0,192527.01,3.0,0,59114.18,1,1,0,0,1
CUST0024,34.0,1.0,195346.38,2.0,0,64859.26,0,1,0,1,0
CUST0025,19.0,5.0,98401.1,2.0,0,107377.62,0,1,0,0,1
CUST0026,34.0,6.0,74188.84,2.0,1,89650.71,1,0,1,0,1
CUST0027,50.0,9.0,64835.23,4.0,0,96816.08,0,0,1,1,0
CUST0028,36.0,10.0,0.0,4.0,0,42667.64,1,1,0,0,1
CUST0029,56.0,2.0,0.0,4.0,0,47179.31,1,0,1,1,0
CUST0030,59.0,3.0,46481.45,2.0,0,87162.67,1,0,1,0,1
CUST0031,18.0,5.0,0.0,3.0,0,65397.24,0,1,0,1,0
CUST0032,20.0,4.0,177530.2,1.0,1,30938.2,1,0,1,0,1
CUST0033,55.0,8.0,0.0,7.875,0,106255.23,1,1,0,0,1
CUST0034,63.0,2.0,0.0,4.0,0,42870.28,1,1,0,1,0
CUST0035,31.0,5.0,36585.72,4.0,0,113722.19,1,1,0,0,1
CUST0036,65.0,3.0,127630.19,2.0,1,147256.07,0,0,1,0,1
CUST0037,25.0,2.0,0.0,4.0,1,132341.78,0,1,0,1,0
CUST0038,65.0,3.0,114828.84,1.0,0,149291.57,1,0,1,0,1
CUST0039,63.0,5.0,176815.31,1.0,1,62997.54,0,1,0,1,0
CUST0040,48.0,3.0,196085.99,3.0,0,44818.43,1,0,1,1,0
CUST0041,20.0,2.0,0.0,2.0,0,94107.95,1,1,0,0,1
CUST0042,49.0,6.0,0.0,3.0,1,61931.6,0,1,0,0,1
CUST0043,26.0,6.0,0.0,2.0,1,125314.74,0,1,0,1,0
CUST0044,30.0,10.0,2031.79,1.0,0,29222.32,1,0,1,0,1
CUST0045,31.0,3.0,68261.04,2.0,1,95176.42,0,0,1,0,1
CUST0046,42.0,10.0,0.0,2.0,1,83096.515,1,0,1,0,1
CUST0047,23.0,6.0,0.0,1.0,0,55300.58,1,1,0,0,1
CUST0048,56.0,4.0,168562.59,4.0,0,110936.59,1,0,1,0,1
CUST0049,33.0,2.0,103743.77,3.0,1,55208.19,0,0,1,1,0
CUST0050,43.0,5.0,37682.4,3.0,0,109504.99,1,0,1,1,0
CUST0051,18.0,2.0,48717.68,4.0,1,141499.82,0,1,0,1,0
CUST0052,56.0,5.0,0.0,3.0,1,66276.45,0,1,0,0,1
CUST0053,46.0,5.0,19737.24,2.0,1,42792.94,1,1,0,0,1
CUST0054,43.0,5.0,0.0,2.0,0,71805.62,0,1,0,0,1
CUST0055,22.0,4.0,0.0,2.0,0,85407.71,0,0,1,0,1
CUST0056,22.0,4.0,123554.38,3.0,0,132735.86,0,1,0,0,1
CUST0057,37.0,8.0,0.0,4.0,0,125456.54,0,1,0,1,0
CUST0058,29.0,3.0,164264.94,2.0,1,55614.95,0,0,1,1,0
CUST0059,63.0,2.0,8753.66,3.0,0,105243.94,1,1,0,1,0
CUST0060,27.0,10.0,0.0,1.0,1,110075.75,1,0,1,1,0
CUST0061,28.0,8.0,0.0,1.0,1,43067.14,0,0,1,1,0
CUST0062,52.0,1.0,146597.9,2.0,0,95470.72,0,0,1,1,0
CUST0063,49.0,5.0,0.0,1.0,0,50970.7,1,0,1,1,0
CUST0064,66.0,4.0,165465.04,1.0,0,70596.22,1,1,0,1,0
CUST0065,58.0,3.0,0.0,4.0,0,143578.93,1,1,0,0,1
CUST0066,64.0,5.0,19249.13,1.0,0,47654.63,0,1,0,0,1
CUST0067,33.0,9.0,0.0,2.0,0,149471.06,1,0,1,0,1
CUST0068,52.0,7.0,0.0,2.0,1,109443.9,0,1,0,1,0
CUST0069,34.0,6.0,0.0,4.0,0,126841.81,1,0,1,0,1
CUST0070,22.0,5.0,47412.39,4.0,0,134446.8,1,0,1,1,0
CUST0071,24.0,9.0,118785.86,2.0,0,82616.71,1,0,1,0,1
CUST0072,56.0,10.0,0.0,2.0,0,21475.97,1,1,0,1,0
CUST0073,37.0,8.0,0.0,3.0,0,95837.94,0,1,0,1,0
CUST0074,66.0,9.0,173851.23,1.0,1,21580.08,0,1,0,0,1
CUST0075,64.0,5.0,0.0,3.0,0,52888.72,0,0,1,0,1
CUST0076,35.0,9.0,0.0,3.0,0,110600.26,1,0,1,1,0
CUST0077,40.0,9.0,183135.61,4.0,1,71287.83,1,1,0,0,1
CUST0079,54.0,9.0,5425.545,2.0,0,56369.26,1,1,0,1,0
CUST0080,30.0,3.0,164684.91,3.0,0,99743.98,0,1,0,0,1
CUST0081,47.0,2.0,0.0,3.0,0,121088.3,1,1,0,0,1
CUST0082,64.0,1.0,75971.06,3.0,1,127791.35,0,0,1,1,0
CUST0083,50.0,2.0,0.0,1.0,1,29796.68,0,1,0,1,0
CUST0084,22.0,5.0,0.0,3.0,0,142819.54,0,0,1,1,0
CUST0085,34.0,5.0,90658.28,1.0,0,98802.7,1,0,1,1,0
CUST0086,66.0,8.0,124007.52,3.0,0,107304.52,1,1,0,0,1
CUST0087,20.0,2.0,170584.12,4.0,1,133964.97,0,1,0,1,0
CUST0088,65.0,7.0,0.0,2.0,0,47685.34,1,1,0,0,1
CUST0089,51.0,6.0,122009.48,2.0,0,31830.27,0,1,0,1,0
CUST0090,55.0,1.0,156946.95,2.0,1,132107.28,0,0,1,1,0
CUST0091,21.0,10.0,185390.94,1.0,1,79687.65,0,0,1,0,1
CUST0092,70.0,2.0,0.0,3.0,0,29862.23,1,1,0,0,1
CUST0093,33.0,6.0,139835.85,4.0,1,73515.96,0,0,1,0,1
CUST0094,44.0,2.0,0.0,3.0,0,64860.74,1,0,1,1,0
CUST0095,39.0,5.0,0.0,1.0,1,136248.24,1,0,1,0,1
CUST0096,43.0,9.0,0.0,1.0,0,86515.41,1,0,1,0,1
CUST0097,65.0,1.0,0.0,4.0,0,43987.73,1,0,1,1,0
CUST0098,39.0,10.0,152231.13,4.0,0,28104.38,1,1,0,0,1
CUST0099,68.0,7.0,0.0,2.0,0,23961.38,0,0,1,1,0
CUST0100,55.0,3.0,80035.6,1.0,0,43696.9,1,1,0,1,0
CUST0101,34.0,7.0,18751.66,4.0,0,64580.49,1,1,0,1,0
CUST0102,27.0,3.0,130115.75,3.0,0,115786.92,0,1,0,0,1
CUST0103,57.0,1.0,113327.25,1.0,1,136954.16,0,1,0,1,0
CUST0104,62.0,6.0,0.0,1.0,0,39871.69,1,0,1,0,1
CUST0105,21.0,8.0,0.0,3.0,0,73351.59,0,0,1,1,0
CUST0106,48.0,6.0,80173.26,3.0,0,126219.37,1,1,0,0,1
CUST0107,55.0,3.0,164351.43,3.0,1,81960.53,0,1,0,1,0
CUST0108,22.0,6.0,193630.82,3.0,0,115712.13,1,0,1,0,1
CUST0109,18.0,10.0,153788.12,1.0,0,141161.86,1,1,0,0,1
CUST0110,20.0,1.0,74476.87,2.0,0,91359.86,1,1,0,1,0
CUST0111,57.0,2.0,0.0,1.0,0,35170.49,1,0,1,1,0
CUST0112,55.0,7.0,0.0,1.0,1,116976.69,1,1,0,1,0
CUST0113,70.0,8.0,198194.97,4.0,0,140438.43,0,0,1,1,0
CUST0114,46.0,8.0,0.0,2.0,1,127267.25,1,1,0,0,1
CUST0115,36.0,10.0,0.0,1.0,0,108787.67,1,0,1,0,1
CUST0116,57.0,3.0,0.0,3.0,0,95073.22,1,0,1,1,0
CUST0117,64.0,7.0,0.0,4.0,0,90570.41,1,1,0,0,1
CUST0118,20.0,7.0,146379.28,4.0,0,134221.78,1,0,1,0,1
CUST0119,47.0,7.0,0.0,2.0,0,111907.46,1,0,1,1,0
CUST0120,50.0,4.0,114408.05,1.0,1,64470.63,0,1,0,1,0
CUST0121,48.0,4.0,91943.04,4.0,0,90181.88,0,0,1,1,0
CUST0122,21.0,2.0,0.0,3.0,1,113103.28,0,0,1,0,1
CUST0123,37.0,10.0,69162.33,4.0,0,57430.85,0,1,0,1,0
CUST0124,43.0,8.0,0.0,1.0,1,133376.11,0,1,0,1,0
CUST0125,53.0,4.0,0.0,4.0,1,120262.07,0,0,1,1,0
CUST0126,26.0,6.0,16386.89,4.0,1,138389.21,1,0,1,1,0
CUST0127,54.0,5.0,33938.58,2.0,0,63179.03,1,1,0,1,0
CUST0128,68.0,8.0,0.0,1.0,0,46725.38,1,1,0,1,0
CUST0129,43.0,9.0,23739.19,1.0,0,139984.83,1,0,1,0,1
CUST0130,44.0,2.0,183772.49,3.0,1,82616.71,0,0,1,1,0
CUST0131,42.0,7.0,0.0,4.0,0,121464.44,1,0,1,1,0
CUST0132,43.0,2.0,0.0,1.0,0,39326.15,1,0,1,0,1
CUST0133,45.0,8.0,0.0,4.0,1,117494.86,1,0,1,1,0
CUST0134,36.0,1.0,8273.38,4.0,0,28542.12,0,1,0,0,1
CUST0135,64.0,2.0,105353.66,1.0,1,92753.24,1,0,1,0,1
CUST0136,18.0,8.0,0.0,3.0,1,55196.81,0,0,1,0,1
CUST0137,50.0,7.0,195807.36,2.0,0,73037.98,1,0,1,1,0
CUST0138,20.0,8.0,0.0,1.0,1,64105.26,1,1,0,0,1
CUST0139,68.0,1.0,111787.6,2.0,1,148534.74,0,0,1,1,0
CUST0140,63.0,4.0,188937.54,1.0,0,62118.71,1,1,0,0,1
CUST0141,27.0,7.0,0.0,3.0,0,133937.73,1,1,0,0,1
CUST0142,35.0,2.0,0.0,4.0,1,127263.95,0,0,1,1,0
CUST0143,29.0,4.0,125205.63,4.0,0,76696.45,1,0,1,0,1
CUST0144,69.0,10.0,152957.55,1.0,1,83366.06,0,1,0,0,1
CUST0145,49.0,1.0,0.0,2.0,1,110849.96,0,1,0,1,0
CUST0146,26.0,6.0,129365.78,4.0,1,137074.4,0,1,0,0,1
CUST0147,54.0,6.0,0.0,2.0,0,55627.18,1,1,0,0,1
CUST0148,42.0,6.0,0.0,1.0,1,37795.13,0,1,0,0,1
CUST0149,23.0,8.0,0.0,1.0,0,94528.27,1,0,1,1,0
CUST0150,38.0,10.0,84985.18,4.0,0,43968.22,1,0,1,0,1
CUST0151,68.0,10.0,0.0,4.0,1,139016.78,0,0,1,1,0
CUST0152,57.0,3.0,0.0,3.0,1,37550.17,0,0,1,0,1
CUST0153,53.0,4.0,33240.76,3.0,1,214162.84749999997,1,1,0,1,0
CUST0154,26.0,10.0,0.0,1.0,0,73663.16,1,0,1,0,1
CUST0155,57.0,10.0,0.0,3.0,0,20304.12,0,0,1,0,1
CUST0157,66.0,8.0,0.0,1.0,0,114133.43,1,0,1,1,0
CUST0158,25.0,9.0,180769.4,3.0,1,26707.45,0,0,1,1,0
CUST0159,49.0,10.0,0.0,3.0,0,81517.32,1,0,1,0,1
CUST0160,32.0,5.0,0.0,4.0,1,74829.15,0,0,1,0,1
CUST0161,48.0,4.0,169065.33,3.0,0,24810.99,0,0,1,0,1
CUST0162,52.0,2.0,0.0,4.0,0,72583.11,1,0,1,0,1
CUST0163,66.0,4.0,0.0,1.0,0,135177.11,1,1,0,0,1
CUST0164,19.0,7.0,92926.63,2.0,0,44111.48,1,0,1,1,0
CUST0165,49.0,3.0,14935.91,4.0,1,31510.64,1,0,1,1,0
CUST0166,61.0,9.0,116570.68,3.0,1,31920.91,0,1,0,1,0
CUST0167,37.0,5.0,0.0,3.0,1,58610.37,0,1,0,1,0
CUST0168,35.0,5.0,0.0,1.0,0,75610.51,1,0,1,0,1
CUST0169,41.0,4.0,44432.52,1.0,0,31623.43,1,0,1,1,0
CUST0170,63.0,8.0,0.0,2.0,0,148851.92,1,1,0,1,0
CUST0171,37.0,6.0,0.0,2.0,0,42948.64,1,0,1,0,1
CUST0172,66.0,10.0,156137.31,1.0,1,145983.34,0,1,0,1,0
CUST0173,52.0,4.0,0.0,3.0,0,118571.0,0,1,0,0,1
CUST0174,41.0,3.0,163350.79,1.0,0,89806.67,1,0,1,0,1
CUST0175,31.0,5.0,0.0,4.0,0,36836.94,0,0,1,1,0
CUST0176,42.0,2.0,0.0,3.0,0,91611.46,1,0,1,0,1
CUST0177,41.0,6.0,5425.545,4.0,1,30536.01,1,1,0,0,1
CUST0178,30.0,5.0,198303.59,4.0,1,87090.27,0,1,0,1,0
CUST0179,20.0,8.0,132760.29,3.0,0,115408.29,1,1,0,1,0
CUST0180,33.0,8.0,0.0,3.0,0,63421.15,1,1,0,0,1
CUST0181,70.0,10.0,0.0,2.0,0,134612.83,0,1,0,0,1
CUST0182,68.0,7.0,2023.89,3.0,1,138131.17,1,0,1,1,0
CUST0183,19.0,7.0,0.0,2.0,0,92779.76,1,0,1,1,0
CUST0184,51.0,8.0,163917.2,2.0,1,22395.6,0,0,1,1,0
CUST0185,51.0,5.0,21399.44,4.0,1,28818.82,0,1,0,0,1
CUST0186,34.0,6.0,142005.83,1.0,1,29710.27,0,1,0,0,1
CUST0187,31.0,4.0,129867.16,1.0,0,28531.4,0,0,1,0,1
CUST0188,64.0,15.5,0.0,2.0,1,80910.12,0,0,1,0,1
CUST0189,52.0,9.0,0.0,1.0,0,48700.05,1,0,1,1,0
CUST0190,31.0,4.0,0.0,3.0,1,39637.53,0,0,1,1,0
CUST0191,38.0,5.0,128066.66,3.0,0,147917.09,0,1,0,1,0
CUST0192,55.0,2.0,43407.84,1.0,1,67908.42,0,0,1,1,0
CUST0193,33.0,8.0,0.0,1.0,0,39975.54,1,1,0,1,0
CUST0194,67.0,4.0,0.0,4.0,0,138538.68,0,0,1,0,1
CUST0195,37.0,9.0,0.0,1.0,1,52180.19,1,1,0,0,1
CUST0196,65.0,9.0,33004.27,2.0,0,96734.31,1,1,0,1,0
CUST0197,30.0,1.0,3312.49,2.0,1,82392.05,0,0,1,0,1
CUST0198,49.0,9.0,172164.36,1.0,0,82465.9,1,0,1,0,1
CUST0199,34.0,9.0,0.0,4.0,1,47345.45,1,1,0,0,1
CUST0200,57.0,2.0,65965.8,1.0,0,65581.5,1,0,1,1,0
CUST0201,69.0,10.0,79987.73,2.0,1,109630.45,0,0,1,1,0
CUST0202,51.0,10.0,0.0,4.0,0,111841.84,1,0,1,1,0
CUST0203,23.0,9.0,11342.29,1.0,1,133225.99,0,0,1,0,1
CUST0204,37.0,7.0,132503.2,4.0,1,121898.23,0,0,1,0,1
CUST0205,58.0,10.0,88282.84,2.0,0,104538.24,1,0,1,0,1
CUST0206,68.0,10.0,66474.47,4.0,1,133338.26,0,1,0,1,0
CUST0207,49.0,3.0,33172.84,2.0,1,63200.9,0,1,0,1,0
CUST0208,20.0,10.0,0.0,1.0,0,46465.18,1,1,0,0,1
CUST0209,66.0,5.0,0.0,4.0,0,64971.55,1,0,1,0,1
CUST0210,37.0,8.0,0.0,4.0,1,23821.28,1,1,0,1,0
CUST0211,53.0,2.0,119946.99,2.0,1,148977.33,0,0,1,1,0
CUST0212,29.0,3.0,124970.35,1.0,0,37103.8,0,0,1,1,0
CUST0213,65.0,7.0,126875.57,2.0,0,73694.05,1,1,0,0,1
CUST0214,58.0,6.0,0.0,2.0,0,66700.34,1,0,1,0,1
CUST0215,23.0,1.0,0.0,4.0,0,105375.77,1,1,0,0,1
CUST0216,57.0,8.0,0.0,3.0,0,134882.26,1,1,0,1,0
CUST0217,33.0,10.0,90306.74,2.0,0,78426.4,1,1,0,1,0
CUST0218,29.0,1.0,51253.03,4.0,0,98719.96,1,1,0,0,1
CUST0219,29.0,5.0,156576.28,4.0,1,132348.1,0,1,0,0,1
CUST0220,43.0,2.0,0.0,3.0,1,26720.59,0,1,0,1,0
CUST0221,52.0,6.0,0.0,1.0,0,96007.19,1,0,1,1,0
CUST0222,37.0,5.0,0.0,3.0,1,62006.99,0,0,1,0,1
CUST0223,56.0,8.0,103603.61,3.0,1,38154.66,1,1,0,0,1
CUST0224,62.0,4.0,141231.47,4.0,0,146088.57,0,0,1,1,0
CUST0225,25.0,6.0,173760.31,3.0,0,128954.99,0,0,1,0,1
CUST0226,27.0,2.0,49585.31,4.0,1,119907.52,1,0,1,1,0
CUST0227,42.0,4.0,0.0,3.0,1,71202.37,0,1,0,0,1
CUST0228,43.0,2.0,199883.33,3.0,0,72898.03,0,0,1,1,0
CUST0229,26.0,5.0,0.0,3.0,1,72538.24,0,0,1,0,1
CUST0230,55.0,3.0,161761.34,1.0,0,76625.83,0,1,0,1,0
CUST0231,41.0,6.0,0.0,3.0,1,99278.13,0,0,1,1,0
CUST0232,36.0,9.0,119700.61,1.0,1,21906.72,0,0,1,1,0
CUST0233,25.0,10.0,0.0,3.0,1,143692.21,0,0,1,1,0
CUST0234,45.0,5.0,0.0,4.0,1,88461.09,0,0,1,1,0
CUST0235,53.0,7.0,162784.16,4.0,0,22370.24,1,0,1,1,0
CUST0236,33.0,5.0,0.0,4.0,0,27834.76,0,0,1,1,0
CUST0237,39.0,3.0,0.0,4.0,0,57033.48,1,0,1,0,1
CUST0238,64.0,3.0,116605.48,4.0,1,71987.68,0,1,0,0,1
CUST0239,43.0,9.0,0.0,3.0,1,123971.54,1,0,1,0,1
CUST0240,66.0,10.0,37860.46,4.0,1,31315.07,0,0,1,0,1
CUST0241,61.0,8.0,0.0,3.0,0,102938.08,1,0,1,1,0
CUST0242,45.0,9.0,0.0,2.0,1,66900.43,0,0,1,0,1
CUST0243,41.0,1.0,0.0,4.0,1,126939.86,0,1,0,0,1
CUST0244,27.0,9.0,20011.53,2.0,0,96259.1,1,1,0,1,0
CUST0245,52.0,2.0,0.0,1.0,1,60595.33,1,1,0,0,1
CUST0246,24.0,10.0,0.0,1.0,1,38430.67,1,0,1,1,0
CUST0247,24.0,5.0,135492.41,2.0,0,114187.19,1,1,0,1,0
CUST0248,41.0,3.0,121040.66,2.0,0,120440.95,1,0,1,0,1
CUST0249,54.0,1.0,0.0,4.0,0,64662.86,0,1,0,1,0
CUST0250,30.0,1.0,166540.76,1.0,0,103221.87,1,1,0,0,1
CUST0251,25.0,2.0,136346.25,1.0,0,44742.23,1,0,1,0,1
CUST0252,61.0,2.0,0.0,2.0,1,63364.04,0,1,0,1,0
CUST0253,53.0,5.0,0.0,3.0,0,89657.6,1,1,0,1,0
CUST0254,33.0,1.0,60869.77,4.0,1,69728.42,0,1,0,1,0
CUST0255,68.0,8.0,4985.24,4.0,1,51675.37,0,0,1,0,1
CUST0256,37.0,6.0,52152.41,3.0,0,99103.23,1,0,1,0,1
CUST0257,69.0,2.0,13558.7,1.0,1,64417.69,1,1,0,1,0
CUST0258,19.0,9.0,0.0,3.0,1,78136.33,0,0,1,0,1
CUST0259,23.0,3.0,0.0,2.0,0,70835.56,1,0,1,0,1
CUST0260,66.0,10.0,0.0,3.0,0,89222.56,0,0,1,0,1
CUST0261,20.0,7.0,0.0,3.0,0,42558.19,1,1,0,1,0
CUST0262,35.0,4.0,115035.24,1.0,0,82316.08,1,0,1,0,1
CUST0263,48.0,1.0,121644.33,2.0,1,85333.59,0,1,0,1,0
CUST0264,42.0,5.0,0.0,2.0,0,50231.68,1,0,1,0,1
CUST0265,29.0,4.0,88462.83,3.0,1,48084.96,0,0,1,0,1
CUST0266,40.0,3.0,0.0,3.0,1,47528.2,0,1,0,0,1
CUST0267,67.0,8.0,0.0,3.0,0,29701.88,1,1,0,1,0
CUST0268,63.0,3.0,36375.51,4.0,1,102314.65,0,0,1,1,0
CUST0269,54.0,7.0,0.0,4.0,1,130242.07,0,1,0,0,1
CUST0271,24.0,5.0,0.0,2.0,1,37394.49,0,0,1,1,0
CUST0272,55.0,5.0,152297.67,4.0,0,47976.24,1,1,0,1,0
CUST0273,67.0,5.0,0.0,1.0,1,68283.11,1,0,1,0,1
CUST0274,28.0,5.0,0.0,1.0,1,39506.33,1,0,1,0,1
CUST0275,35.0,8.0,0.0,4.0,1,71011.18,0,1,0,1,0
CUST0276,66.0,9.0,21327.76,1.0,0,125154.85,1,0,1,1,0
CUST0277,50.0,10.0,186133.46,4.0,0,83096.515,1,0,1,0,1
CUST0278,25.0,6.0,0.0,1.0,0,87393.04,1,0,1,0,1
CUST0279,49.0,1.0,89211.34,1.0,0,117006.94,0,1,0,0,1
CUST0280,68.0,8.0,0.0,1.0,0,70387.38,1,1,0,0,1
CUST0281,53.0,4.0,0.0,3.0,0,42634.21,1,0,1,0,1
CUST0282,47.0,6.0,153110.16,2.0,0,30682.32,0,1,0,0,1
CUST0283,48.0,8.0,0.0,1.0,0,46739.34,1,0,1,0,1
CUST0284,21.0,9.0,129136.95,3.0,0,145903.54,0,1,0,0,1
CUST0285,29.0,8.0,0.0,1.0,0,87699.86,1,1,0,0,1
CUST0286,51.0,10.0,68315.23,2.0,0,68381.71,1,1,0,1,0
CUST0287,42.0,2.0,188672.09,4.0,1,45671.16,0,0,1,1,0
CUST0288,38.0,3.0,134619.53,3.0,0,53596.11,0,0,1,1,0
CUST0289,38.0,5.0,195701.06,4.0,0,43477.3,1,1,0,0,1
CUST0290,39.0,6.0,196949.28,4.0,0,41425.93,1,1,0,1,0
CUST0291,32.0,4.0,0.0,3.0,0,129291.39,0,0,1,1,0
CUST0292,60.0,5.0,118479.19,3.0,1,93452.86,0,0,1,1,0
CUST0293,56.0,9.0,0.0,4.0,1,21213.11,1,1,0,0,1
CUST0294,22.0,3.0,198370.18,3.0,1,124009.23,0,0,1,0,1
CUST0295,27.0,5.0,0.0,3.0,1,66199.99,0,1,0,1,0
CUST0296,69.0,4.0,2040.69,2.0,1,116945.39,0,0,1,0,1
CUST0297,51.0,5.0,0.0,4.0,0,59728.55,0,1,0,1,0
CUST0298,54.0,10.0,0.0,4.0,1,135205.45,0,1,0,0,1
CUST0299,54.0,6.0,83111.75,3.0,1,100546.61,0,0,1,1,0
CUST0300,62.0,15.5,0.0,4.0,1,114042.62,1,0,1,1,0
CUST0301,69.0,4.0,11507.99,2.0,1,98278.93,1,0,1,0,1
CUST0302,36.0,1.0,0.0,2.0,0,116970.28,0,0,1,0,1
CUST0303,70.0,4.0,103936.54,1.0,1,62665.06,0,0,1,0,1
CUST0304,35.0,4.0,13445.9,3.0,0,115370.06,1,1,0,1,0
CUST0305,50.0,1.0,127873.1,4.0,0,109168.47,0,0,1,1,0
CUST0306,28.0,7.0,114802.58,1.0,1,67090.61,1,1,0,1,0
CUST0307,30.0,1.0,117576.22,1.0,0,140850.2,0,0,1,0,1
CUST0308,36.0,10.0,170692.88,3.0,0,80025.27,1,0,1,1,0
CUST0309,38.0,10.0,187533.31,2.0,1,26479.46,0,1,0,0,1
CUST0310,52.0,1.0,156262.4,2.0,1,49279.08,0,1,0,1,0
CUST0311,48.0,4.0,131734.08,1.0,1,27417.11,0,0,1,0,1
CUST0312,45.0,7.0,50148.78,2.0,1,55353.46,0,1,0,0,1
CUST0313,59.0,9.0,155565.4,1.0,1,24369.77,1,0,1,1,0
CUST0314,60.0,9.0,69838.17,1.0,0,31235.2,1,0,1,1,0
CUST0315,49.0,0.0,110115.8,3.0,0,71148.22,0,0,1,0,1
CUST0316,31.0,9.0,0.0,2.0,0,114270.24,1,1,0,1,0
CUST0317,66.0,3.0,0.0,4.0,0,43792.01,1,1,0,0,1
CUST0318,70.0,4.0,0.0,3.0,0,90863.72,0,0,1,0,1
CUST0319,51.0,10.0,0.0,2.0,0,99677.02,1,0,1,1,0
CUST0320,51.0,1.0,0.0,2.0,1,48091.76,1,0,1,0,1
CUST0321,33.0,3.0,130543.72,4.0,0,86625.34,0,0,1,0,1
CUST0322,27.0,3.0,0.0,1.0,1,53620.71,1,1,0,0,1
CUST0323,21.0,4.0,104357.79,4.0,0,134345.64,0,0,1,1,0
CUST0324,44.0,9.0,112476.27,2.0,0,91826.77,1,0,1,1,0
CUST0325,20.0,8.0,57203.75,4.0,1,68351.25,0,1,0,1,0
CUST0326,67.0,3.0,0.0,4.0,1,32224.69,0,1,0,0,1
CUST0327,58.0,4.0,56011.9,3.0,0,45459.31,0,0,1,1,0
CUST0328,35.0,10.0,90072.99,4.0,0,99751.51,1,1,0,0,1
CUST0329,44.0,2.0,34601.99,1.0,0,24339.87,1,0,1,0,1
CUST0330,49.0,5.0,88624.36,2.0,0,134714.13,0,0,1,0,1
CUST0331,63.0,7.0,0.0,1.0,0,106829.6,1,1,0,1,0
CUST0332,21.0,6.0,0.0,3.0,0,109291.93,1,0,1,0,1
CUST0333,21.0,9.0,164768.73,2.0,0,146549.46,1,1,0,0,1
